A058;A05;OTRAS INTOXICACIONES ALIMENTARIAS DEBIDAS A BACTERIAS ESPECIFICADAS
A059;A05;INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA
A060;A06;DISENTERIA AMEBIANA AGUDA
A061;A06;AMEBIASIS INTESTINAL CRONICA
A062;A06;COLITIS AMEBIANA NO DISENTERICA
A063;A06;AMEBOMA INTESTINAL
A064;A06;ABSCESO AMEBIANO DEL HIGADO
A065;A06;ABSCESO AMEBIANO DEL PULMON (J99.8*)
A066;A06;ABSCESO AMEBIANO DEL CEREBRO (G07*)
A067;A06;AMEBIASIS CUTANEA
A068;A06;INFECCION AMEBIANA DE OTRAS LOCALIZACIONES
A069;A06;AMEBIASIS, NO ESPECIFICADA
A070;A07;BALANTIDIASIS
A071;A07;GIARDIASIS [LAMBLIASIS]
A072;A07;CRIPTOSPORIDIOSIS
A073;A07;ISOSPORIASIS
A078;A07;OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS
A079;A07;ENFERMEDAD INTESTINAL DEBIDA A PROTOZOARIOS, NO ESPECIFICADA
A080;A08;ENTERITIS DEBIDA A ROTAVIRUS
A081;A08;GASTROENTEROPATIA AGUDA DEBIDA AL AGENTE DE NORWALK
A082;A08;ENTERITIS DEBIDA A ADENOVIRUS
A083;A08;OTRAS ENTERITIS VIRALES
A084;A08;INFECCION INTESTINAL VIRAL, SIN OTRA ESPECIFICACION
A085;A08;OTRAS INFECCIONES INTESTINALES ESPECIFICADAS
A09;A09;DIARREA Y GASTROENTERITIS DE PRESUNTO ORIGEN INFECCIOSO
A150;A15;TUBERCULOSIS DEL PULMON, CONFIRMADA POR HALLAZGO MICROSCOPICO DEL BACILO TUBERCULOSO EN ESPUTO, CON O SIN CULTIVO
A151;A15;TUBERCULOSIS DEL PULMON, CONFIRMADA UNICAMENTE POR CULTIVO
A152;A15;TUBERCULOSIS DEL PULMON, CONFIRMADA HISTOLOGICAMENTE
A153;A15;TUBERCULOSIS DEL PULMON , CONFIRMADA POR MEDIOS NO ESPECIFICADOS
A154;A15;TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE
A155;A15;TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE
A156;A15;PLEURESIA TUBERCULOSA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE
A157;A15;TUBERCULOSIS RESPIRATORIA PRIMARIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE
A158;A15;OTRAS TUBERCULOSIS RESPIRATORIAS, CONFIRMADAS BACTERIOLOGICA E HISTOLOGICAMENTE
A159;A15;TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, CONFIRMADA BACTERIOLOGICAMENTE E HISTOLOGICAMENTE
A160;A16;TUBERCULOSIS DEL PULMON, CON EXAMEN BACTERIOLOGICO E HISTOLOGICO NEGATIVOS
A161;A16;TUBERCULOSIS DEL PULMON, SIN EXAMEN BACTERIOLOGICO E HISTOLOGICO
A162;A16;TUBERCULOSIS DE PULMON, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA
A163;A16;TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA
A164;A16;TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA
A165;A16;PLEURESIA TUBERCULOSA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA E HISTOLOGICA
A167;A16;TUBERCULOSIS RESPIRATORIA PRIMARIA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA E HISTOLOGICA
A168;A16;OTRAS TUBERCULOSIS RESPIRATORIAS, SIN MENCION DE CONFIRMACION
A169;A16;TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA
A170;A17;MENINGITIS TUBERCULOSA (G01*)
A171;A17;TUBERCULOMA MENINGEO (G07*)
A178;A17;OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO
A179;A17;TUBERCULOSIS DEL SISTEMA NERVIOSO, NO ESPECIFICADA (G99.8*)
A180;A18;TUBERCULOSIS DE HUESOS Y ARTICULACIONES
A181;A18;TUBERCULOSIS DEL APARATO GENITOURINARIO
A182;A18;LINFADENOPATIA PERIFERICA TUBERCULOSA
A183;A18;TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTERICOS
A184;A18;TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO
A185;A18;TUBERCULOSIS DEL OJO
A186;A18;TUBERCULOSIS DEL OIDO
A187;A18;TUBERCULOSIS DE GLANDULAS SUPRARRENALES (E35.1*)
A188;A18;TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS
A190;A19;TUBERCULOSIS MILIAR AGUDA DE UN SOLO SITIO ESPECIFICADO
A191;A19;TUBERCULOSIS MILIAR AGUDA DE SITIOS MULTIPLES
A192;A19;TUBERCULOSIS MILIAR AGUDA, NO ESPECIFICADA
A198;A19;OTRAS TUBERCULOSIS MILIARES
A199;A19;TUBERCULOSIS MILIAR, SIN OTRA ESPECIFICACION
A200;A20;PESTE BUBONICA
A201;A20;PESTE CELULOCUTANEA
A202;A20;PESTE NEUMONICA
A203;A20;MENINGITIS POR PESTE
A207;A20;PESTE SEPTICEMICA
A208;A20;OTRAS FORMAS DE PESTE
A209;A20;PESTE, NO ESPECIFICADA
A210;A21;TULAREMIA ULCEROGLANDULAR
A211;A21;TULAREMIA OCULOGLANDULAR
A212;A21;TULAREMIA PULMONAR
A213;A21;TULAREMIA GASTROINTESTINAL
A217;A21;TULAREMIA GENERALIZADA
A218;A21;OTRAS FORMAS DE TULAREMIA
A219;A21;TULAREMIA , NO ESPECIFICADA
A220;A22;CARBUNCO CUTANEO
A221;A22;CARBUNCO PULMONAR
A222;A22;CARBUNCO GASTROINTESTINAL
A227;A22;CARBUNCO SEPTICEMICO
A228;A22;OTRAS FORMAS DE CARBUNCO
A229;A22;CARBUNCO, NO ESPECIFICADO
A230;A23;BRUCELOSIS DEBIDA A BRUCELLA MELITENSIS
A231;A23;BRUCELOSIS DEBIDA A BRUCELLA ABORTUS
A232;A23;BRUCELOSIS DEBIDA A BRUCELLA SUIS
A233;A23;BRUCELOSIS DEBIDA A BRUCELLA CANIS
A238;A23;OTRAS BRUCELOSIS
A239;A23;BRUCELOSIS, NO ESPECIFICADA
A240;A24;MUERMO
A241;A24;MELIOIDOSIS AGUDA Y FULMINANTE
A242;A24;MELIOIDOSIS SUBAGUDA Y CRONICA
A243;A24;OTRAS MELIOIDOSIS
A244;A24;MELIOIDOSIS , NO ESPECIFICADA
A250;A25;ESPIRILOSIS
A251;A25;ESTREPTOBACILOSIS
A259;A25;FIEBRE POR MORDEDURA DE RATA, NO ESPECIFICADA
A260;A26;ERISIPELOIDE CUTANEO
A267;A26;SEPTICEMIA POR ERYSIPELOTHRIX
A268;A26;OTRAS FORMAS DE ERISIPELOIDE
A269;A26;ERISIPELOIDE, NO ESPECIFICADA
A270;A27;LEPTOSPIROSIS ICTEROHEMORRAGICA
A278;A27;OTRAS FORMAS DE LEPTOSPIROSIS
A279;A27;LEPTOSPIROSIS, NO ESPECIFICADA
A280;A28;PASTEURELOSIS
A281;A28;ENFERMEDAD POR RASGU�O DE GATO
A282;A28;YERSINIOSIS EXTRAINTESTINAL
A288;A28;OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS ESPECIFICADAS, NO CLASIFICADAS EN OTRA PARTE
A289;A28;ENFERMEDAD ZOONOTICA BACTERIANA, SIN OTRA ESPECIFICACION
A300;A30;LEPRA INDETERMINADA
A301;A30;LEPRA TUBERCULOIDE
A302;A30;LEPRA TUBERCULOIDE LIMITROFE
A303;A30;LEPRA LIMITROFE
A304;A30;LEPRA LEPROMATOSA LIMITROFE
A305;A30;LEPRA LEPROMATOSA
A308;A30;OTRAS FORMAS DE LEPRA
A309;A30;LEPRA, NO ESPECIFICADA
A310;A31;INFECCIONES POR MICOBACTERIAS PULMONARES
A311;A31;INFECCION CUTANEA POR MICOBACTERIAS
A318;A31;OTRAS INFECCIONES POR MICOBACTERIAS
A319;A31;INFECCION POR MICOBACTERIA, NO ESPECIFICADA
A320;A32;LISTERIOSIS CUTANEA
A321;A32;MENINGITIS Y MENINGOENCEFALITIS LISTERIANA
A327;A32;SEPTICEMIA LISTERIANA
A328;A32;OTRAS FORMAS DE LISTERIOSIS
A329;A32;LISTERIOSIS, NO ESPECIFICADA
A33;A33;TETANOS NEONATAL
A34;A34;TETANOS OBSTETRICO
A35;A35;OTROS TETANOS
A360;A36;DIFTERIA FARINGEA
A361;A36;DIFTERIA NASOFARINGEA
A362;A36;DIFTERIA LARINGEA
A363;A36;DIFTERIA CUTANEA
A368;A36;OTRAS DIFTERIAS
A369;A36;DIFTERIA, NO ESPECIFICADA
A370;A37;TOS FERINA DEBIDA A BORDETELLA PERTUSSIS
A371;A37;TOS FERINA DEBIDA A BORDETELLA PARAPERTUSSIS
A378;A37;TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA
A379;A37;TOS FERINA, NO ESPECIFICADA
A38;A38;ESCARLATINA
A390;A39;MENINGITIS MENINGOCOCICA (G01*)
A391;A39;SINDROME DE WATERHOUSE-FRIDERICHSEN (E35.1*)
A392;A39;MENINGOCOCEMIA AGUDA
A393;A39;MENINGOCOCEMIA CRONICA
A394;A39;MENINGOCOCEMIA, NO ESPECIFICADA
A395;A39;ENFERMEDAD CARDIACA DEBIDA A MENINGOCOCO
A398;A39;OTRAS INFECCIONES MENINGOCOCICAS
A399;A39;INFECCION MENINGOCOCICA, NO ESPECIFICADA
A400;A40;SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO A
A401;A40;SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO B
A402;A40;SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO D
A403;A40;SEPTICEMIA DEBIDA A STREPTOCOCCUS PNEUMONIAE
A408;A40;OTRAS SEPTICEMIAS ESTREPTOCOCICAS
A409;A40;SEPTICEMIA ESTREPTOCOCICA, NO ESPECIFICADA
A410;A41;SEPTICEMIA DEBIDA STAPHYLOCOCCUS AUREUS
A411;A41;SEPTICEMIA DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO
A412;A41;SEPTICEMIA DEBIDA A ESTAFILOCOCO NO ESPECIFICADO
A413;A41;SEPTICEMIA DEBIDA A HAEMOPHILUS INFLUENZAE
A414;A41;SEPTICEMIA DEBIDA A ANAEROBIOS
A415;A41;SEPTICEMIA DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS
A418;A41;OTRAS SEPTICEMIAS ESPECIFICADAS
A419;A41;SEPTICEMIA, NO ESPECIFICADA
A420;A42;ACTINOMICOSIS PULMONAR
A421;A42;ACTINOMICOSIS ABDOMINAL
A422;A42;ACTINOMICOSIS CERVICOFACIAL
A427;A42;SEPTICEMIA ACTINOMICOTICA
A428;A42;OTRAS FORMAS DE ACTINOMICOSIS
A429;A42;ACTINOMICOSIS, SIN OTRA ESPECIFICACION
A430;A43;NOCARDIOSIS PULMONAR
A431;A43;NOCARDIOSIS CUTANEA
A438;A43;OTRAS FORMAS DE NOCARDIOSIS
A439;A43;NORCARDIOSIS , NO ESPECIFICADA
A440;A44;BARTONELOSIS SISTEMICA
A441;A44;BARTONELOSIS CUTANEA Y MUCOCUTANEA
A448;A44;OTRAS FORMAS DE BARTONELOSIS
A449;A44;BARTONELOSIS, NO ESPECIFICADA
A46;A46;ERISIPELA
A480;A48;GANGRENA GASEOSA
A481;A48;ENFERMEDAD DE LOS LEGIONARIOS
A482;A48;ENFERMEDAD DE LOS LEGIONARIOS NO NEUMONICA [FIEBRE DE PONTIAC]
A483;A48;SINDROME DE CHOQUE TOXICO
A484;A48;FIEBRE PURPURICA BRASILE�A
A488;A48;OTRAS ENFERMEDADES BACTERIANAS ESPECIFICADAS
A490;A49;INFECCION ESTAFILOCOCICA, SIN OTRA ESPECIFICACI�N
A491;A49;INFECCION ESTREPTOCOCICA, SIN OTRA ESPECIFICACION
A492;A49;INFECCION POR HAEMOPHILUS INFLUENZAE, SIN OTRA ESPECIFICACION
A493;A49;INFECCION POR MICOPLASMA, SIN OTRA ESPECIFICACION
A498;A49;OTRAS INFECCIONES BACTERIANAS DE SITIO NO ESPECIFICADO
A499;A49;INFECCION BACTERIANA, NO ESPECIFICADA
A500;A50;SIFILIS CONGENITA PRECOZ, SINTOMATICA
A501;A50;SIFILIS CONGENITA PRECOZ, LATENTE
A502;A50;SIFILIS CONGENITA PRECOZ SIN OTRA ESPECIFICACI�N
A503;A50;OCULOPATIA SIFILITICA CONGENITA TARDIA
A504;A50;NEUROSIFILIS CONGENITA TARDIA [NEUROSIFILIS JUVENIL]
A505;A50;OTRAS FORMAS DE SIFILIS CONGENITA TARDIA, SINTOMATICA
A506;A50;SIFILIS CONGENITA TARDIA, LATENTE
A507;A50;SIFILIS CONGENITA TARDIA, SIN OTRA ESPECIFICACION
A509;A50;SIFILIS CONGENITA, SIN OTRA ESPECIFICACI�N
A510;A51;SIFILIS GENITAL PRIMARIA
A511;A51;SIFILIS PRIMARIA ANAL
A512;A51;SIFILIS PRIMARIA EN OTROS SITIOS
A513;A51;SIFILIS SECUNDARIA DE PIEL Y MEMBRANAS MUCOSAS
A514;A51;OTRAS SIFILIS SECUNDARIAS
A515;A51;SIFILIS PRECOZ, LATENTE
A519;A51;SIFILIS PRECOZ, SIN OTRA ESPECIFICACI�N
A520;A52;SIFILIS CARDIOVASCULAR
A521;A52;NEUROSIFILIS SINTOMATICA
A522;A52;NEUROSIFILIS ASINTOMATICA
A523;A52;NEUROSIFILIS NO ESPECIFICADA
A527;A52;OTRAS SIFILIS TARDIAS SINTOMATICAS
A528;A52;SIFILIS TARDIA, LATENTE
A529;A52;SIFILIS TARDIA, NO ESPECIFICADA
A530;A53;SIFILIS LATENTE, NO ESPECIFICADA COMO PRECOZ O TARDIA
A539;A53;SIFILIS, NO ESPECIFICADA
A540;A54;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR SIN ABSCESO PERIURETRAL O DE GLANDULA ACCESORIA
A541;A54;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR CON ABSCESO PERIURETRAL Y DE GLANDULAS ACCESORIAS
A542;A54;PELVIPERITONITIS GONOCOCICA Y OTRAS INFECCIONES GONOCOCICAS GENITOURINARIAS
A543;A54;INFECCION GONOCOCICA DEL OJO
A544;A54;INFECCION GONOCOCICA DEL SISTEMA OSTEOMUSCULAR
A545;A54;FARINGITIS GONOCOCICA
A546;A54;INFECCION GONOCOCICA DEL ANO Y DEL RECTO
A548;A54;OTRAS INFECCIONES GONOCOCICAS
A549;A54;INFECCION, GONOCOCICA, NO ESPECIFICADA
A55;A55;LINFOGRANULOMA (VENEREO) POR CLAMIDIAS
A560;A56;INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS
A561;A56;INFECCION DEL PELVIPERITONEO Y OTROS ORGANOS GENITOURINARIOS DEBIDA A CLAMIDIAS
A562;A56;INFECCIONES DEL TRACTO GENITOURINARIO DEBIDAS A CLAMIDIAS, SIN OTRA ESPECIFICACION
A563;A56;INFECCION DEL ANO Y DEL RECTO DEBIDA A CLAMIDIAS
A564;A56;INFECCION DE FARINGE DEBIDA A CLAMIDIAS
A568;A56;INFECCION DE TRANSMISI�N SEXUAL DE OTROS SITIOS DEBIDA A CLAMIDIAS
A57;A57;CHANCRO BLANDO
A58;A58;GRANULOMA INGUINAL
A590;A59;TRICOMONIASIS UROGENITAL
A598;A59;TRICOMONIASIS DE OTROS SITIOS
A599;A59;TRICOMONIASIS, NO ESPECIFICADA
A600;A60;INFECCION DE GENITALES Y TRAYECTO UROGENITAL Y DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE]
A601;A60;INFECCION DE LA PIEL PERIANAL Y RECTO POR VIRUS DEL HERPES SIMPLE
A609;A60;INFECCION ANOGENITAL POR VIRUS DEL HERPES SIMPLE, SIN OTRA ESPECIFICACION
A630;A63;VERRUGAS (VENEREAS) ANOGENITALES
A638;A63;OTRAS ENFERMEDADES DE TRANSMISI�N PREDOMINANTEMENTE SEXUAL, ESPECIFICADAS
A64;A64;ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA
A65;A65;SIFILIS NO VENEREA
A660;A66;LESIONES INICIALES DE FRAMBESIA
A661;A66;LESIONES PAPILOMATOSAS MULTIPLES Y FRAMBESIA CON PASO DE CANGREJO
A662;A66;OTRAS LESIONES PRECOCES DE LA PIEL EN LA FRAMBESIA
A663;A66;HIPERQUERATOSIS DE FRAMBESIA
A664;A66;GOMA Y ULCERAS DE FRAMBESIA
A665;A66;GANGOSA
A666;A66;LESIONES FRAMBESICAS DE LOS HUESOS Y DE LAS ARTICULACIONES
A667;A66;OTRAS MANIFESTACIONES DE FRAMBESIA
A668;A66;FRAMBESIA LATENTE
A669;A66;FRAMBESIA , NO ESPECIFICADA
A670;A67;LESIONES PRIMARIAS DE LA PINTA
A671;A67;LESIONES INTERMEDIAS DE LA PINTA
A672;A67;LESIONES TARDIAS DE LA PINTA
A673;A67;LESIONES MIXTAS DE LA PINTA
A679;A67;PINTA, NO ESPECIFICADA
A680;A68;FIEBRE RECURRENTE TRANSMITIDA POR PIOJOS
A681;A68;FIEBRE RECURRENTE TRANSMITIDA POR GARRAPATAS
A689;A68;FIEBRE RECURRENTE, NO ESPECIFICADA
A690;A69;ESTOMATITIS ULCERATIVA NECROTIZANTE
A691;A69;OTRAS INFECCIONES DE VICENT
A692;A69;ENFERMEDAD DE LYME
A698;A69;OTRAS INFECCIONES ESPECIFICADAS POR ESPIROQUETAS
A699;A69;INFECCION POR ESPIROQUETA, NO ESPECIFICADA
A70;A70;INFECCION DEBIDA A CHLAMYDIA PSITTACI
A710;A71;ESTADO INICIAL DE TRACOMA
A711;A71;ESTADO ACTIVO DE TRACOMA
A719;A71;TRACOMA, NO ESPECIFICADO
A740;A74;CONJUNTIVITIS POR CLAMIDIAS (H13.1*)
A748;A74;OTRAS ENFERMEDADES POR CLAMIDIAS
A749;A74;INFECCION POR CLAMIDIAS, NO ESPECIFICADA
A750;A75;TIFUS EPIDEMICO DEBIDO A RICKETTSIA PROWAZEKII TRANSMITIDO POR PIOJOS
A751;A75;TIFUS RECRUDESCENTE [ENFERMEDAD DE BRILL]
A752;A75;TIFUS DEBIDO A RICKETTSIA TYPHI
A753;A75;TIFUS DEBIDO A RICKETTSIA TSUTSUGAMUSHI
A759;A75;TIFUS, NO ESPECIFICADO
A770;A77;FIEBRE MACULOSA DEBIDO A RICKETTSIA RICKETTSII
A771;A77;FIEBRE MACULOSA DEBIDO A RICKETTSIA CONORII
A772;A77;FIEBRE MACULOSA DEBIDO A RICKETTSIA SIBERICA
A773;A77;FIEBRE MACULOSA DEBIDO A RICKETTSIA AUSTRALIS
A778;A77;OTRAS FIEBRES MACULOSAS
A779;A77;FIEBRE MACULOSA, NO ESPECIFICADA
A78;A78;FIEBRE Q
A790;A79;FIEBRE DE LAS TRINCHERAS
A791;A79;RICKETTSIOSIS PUSTULOSA DEBIDA A RICKETTSIA AKARI
A798;A79;OTRAS RICKETTSIOSIS ESPECIFICADAS
A799;A79;RICKETTSIOSIS, NO ESPECIFICADA
A800;A80;POLIOMIELITIS AGUDA PARALITICA, ASOCIADA A VACUNA
A801;A80;POLIOMIELITIS AGUDA PARALITICA DEBIDA A VIRUS SALVAJE IMPORTADO
A802;A80;POLIOMIELITIS AGUDA PARALITICA DEBIDA A VIRUS SALVAJE AUTOCTONO
A803;A80;OTRAS POLIOMIELITIS AGUDAS PARALITICAS, Y NO LAS ESPECIFICADAS
A804;A80;POLIOMIELITIS AGUDA NO PARALITICA
A809;A80;POLIOMIELITIS AGUDA, SIN OTRA ESPECIFICACI�N
A810;A81;ENFERMEDAD DE CREUTZFELDT-JAKOB
A811;A81;PANENCEFALITIS ESCLEROSANTE SUBAGUDA
A812;A81;LEUCOENCEFALOPATIA MULTIFOCAL PROGRESIVA
A818;A81;OTRAS INFECCIONES DEL SISTEMA NERVIOSO POR VIRUS ATIPICO
A819;A81;INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATIPICO, SIN OTRA ESPECIFICACION
A820;A82;RABIA SELVATICA
A821;A82;RABIA URBANA
A829;A82;RABIA, SIN OTRA ESPECIFICACION
A830;A83;ENCEFALITIS JAPONESA
A831;A83;ENCEFALITIS EQUINA DEL OESTE
A832;A83;ENCEFALITIS EQUINA DEL ESTE
A833;A83;ENCEFALITIS DE SAN LUIS
A834;A83;ENCEFALITIS AUSTRALIANA
A835;A83;ENCEFALITIS DE CALIFORNIA
A836;A83;ENFERMEDAD POR VIRUS ROCIO
A838;A83;OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR MOSQUITOS
A839;A83;ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS, SIN OTRA ESPECIFICACION
A840;A84;ENCEFALITIS DEL LEJANO ORIENTE TRANSMITIDA POR GARRAPATAS [ENCEFALITIS PRIMAVEROESTIVAL RUSA]
A841;A84;ENCEFALITIS CENTROEUROPEA TRANSMITIDA POR GARRAPATAS
A848;A84;OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR GARRAPATAS
A849;A84;ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS, SIN OTRA ESPECIFICACION
A850;A85;ENCEFALITIS ENTEROVIRAL (G05.1*)
A851;A85;ENCEFALITIS POR ADENOVIRUS (G05.1*)
A852;A85;ENCEFALITIS VIRAL TRANSMITIDA POR ARTROPODOS, SIN OTRA ESPECIFICACI�N
A858;A85;OTRAS ENCEFALITIS VIRALES ESPECIFICADAS
A86;A86;ENCEFALITIS VIRAL, NO ESPECIFICADA
A870;A87;MENINGITIS ENTEROVIRAL (G02.0*)
A871;A87;MENINGITIS DEBIDA A ADENOVIRUS (G02.0*)
A872;A87;CORIOMENINGITIS LINFOCITICA
A878;A87;OTRAS MENINGITIS VIRALES
A879;A87;MENINGITIS VIRAL, SIN OTRA ESPECIFICACION
A880;A88;FIEBRE EXANTEMATICA ENTEROVIRAL [EXANTEMA DE BOSTON]
A881;A88;VERTIGO EPIDEMICO
A888;A88;OTRAS INFECCIONES VIRALES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL
A89;A89;INFECCION VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA
A90;A90;FIEBRE DEL DENGUE [DENGUE CLASICO]
A91;A91;FIEBRE DEL DENGUE HEMORRAGICO
A920;A92;ENFERMEDAD POR VIRUS CHIKUNGUNYA
A921;A92;FIEBRE DE O�NYONG-NYONG
A922;A92;FIEBRE EQUINA VENEZOLANA
A923;A92;FIEBRE DEL OESTE DEL NILO
A924;A92;FIEBRE DEL VALLE DEL RIFT
A928;A92;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS
A929;A92;FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACION
A930;A93;ENFERMEDAD POR VIRUS DE OROPOUCHE
A931;A93;FIEBRE TRANSMITIDA POR FLEBOTOMOS
A932;A93;FIEBRE DE COLORADO TRANSMITIDA POR GARRAPATAS
A938;A93;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ANTROPODOS
A94;A94;FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA
A950;A95;FIEBRE AMARILLA SELVATICA
A951;A95;FIEBRE AMARILLA URBANA
A959;A95;FIEBRE AMARILLA, NO ESPECIFICADA
A960;A96;FIEBRE HEMORRAGICA DE JUNIN
A961;A96;FIEBRE HEMORRAGICA DE MACHUPO
A962;A96;FIEBRE DE LASSA
A968;A96;OTRAS FIEBRES HEMORRAGICAS POR ARENAVIRUS
A969;A96;FIEBRE HEMORRAGICA POR ARENAVIRUS, SIN OTRA ESPECIFICACION
A980;A98;FIEBRE HEMORRAGICA DE CRIMEA-CONGO
A981;A98;FIEBRE HEMORRAGICA DE OMSK
A982;A98;ENFERMEDAD DE LA SELVA DE KYASANUR
A983;A98;ENFERMEDAD POR EL VIRUS DE MARBURG
A984;A98;ENFERMEDAD POR EL VIRUS DE EBOLA
A985;A98;FIEBRES HEMORRAGICAS CON SINDROME RENAL
A988;A98;OTRAS FIEBRES HEMORRAGICAS VIRALES ESPECIFICADAS
A99;A99;FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA
B000;B00;ECZEMA HERPETICO
B001;B00;DERMATITIS VESICULAR HERPETICA
B002;B00;GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPETICA
B003;B00;MENINGITIS HERPETICA (G02.0*)
B004;B00;ENCEFALITIS HERPETICA (G05.1*)
B005;B00;OCULOPATIA HERPETICA
B007;B00;ENFERMEDAD HERPETICA DISEMINADA
